orbit,packings
1173,322
1174,214
1175,245
1176,143
1177,297
1178,239
1179,163
1180,300
1181,432
1182,219
1183,404
1184,881
1185,720
1186,446
1187,91
1188,470
1189,328
1190,806
1191,672
1192,281
1193,202
1194,420
1195,219
1196,274
1197,130
1198,432
1199,192
1200,620
1201,524
1202,820
1203,346
1204,515
1205,277
1206,830
1207,360
1208,232
1209,720
1210,500
1211,312
1212,404
1213,666
1214,136
1215,321
1216,196
1217,175
1218,480
1219,314
1220,418
1221,335
1222,446
1223,728
1224,345
1225,496
1226,676
1227,559
1228,167
1229,245
1230,219
1231,423
1232,708
1233,552
1234,214
1235,421
1236,649
1237,378
1238,654
1239,449
1240,287
1241,538
1242,539
1243,291
1244,308
1245,348
1246,494
1247,134
1248,405
1249,533
1250,682
1251,90
1252,321
1253,599
1254,423
1255,223
1256,290
1257,671
1258,521
1259,782
1260,248
1261,175
1262,633
1263,193
1264,110
1265,436
1266,373
1267,111
1268,561
1269,671
1270,318
1271,330
1272,365
1273,117
1274,377
1275,348
1276,374
1277,401
1278,180
1279,338
1280,242
1281,727
1282,746
1283,362
1284,347
1285,149
1286,344
1287,691
1288,412
1289,178
1290,499
1291,393
1292,313
1293,448
1294,328
1295,176
1296,194
1297,364
1298,347
1299,175
1300,790
1301,541
1302,261
1303,434
1304,535
1305,466
1306,454
1307,222
1308,262
1309,332
1310,434
1311,463
1312,461
1313,297
1314,382
1315,397
1316,452
1317,175
1318,572
1319,296
1320,736
1321,689
1322,464
1323,475
1324,428
1325,167
1326,375
1327,89
1328,370
1329,512
1330,542
1331,335
1332,392
1333,242
1334,544
1335,295
1336,335
1337,631
1338,413
1339,348
1340,155
1341,188
1342,747
1343,437
1344,201
1345,438
1346,683
1347,590
1348,213
1349,120
1350,324
1351,184
1352,645
1353,450
1354,205
1355,168
1356,298
1357,273
1358,201
1359,387
1360,242
1361,500
1362,355
1363,716
1364,468
1365,339
1366,169
1367,450
1368,437
1369,321
1370,537
1371,395
1372,168
1373,107
1374,245
1375,178
1376,489
1377,403
1378,255
1379,107
1380,174
1381,321
1382,116
1383,133
1384,397
1385,679
1386,649
1387,214
1388,216
1389,475
1390,424
1391,348
1392,570
1393,320
1394,211
1395,558
1396,106
1397,425
1398,168
1399,109
1400,224
1401,326
1402,553
1403,125
1404,525
1405,300
1406,93
1407,667
1408,165
1409,524
1410,409
1411,227
1412,228
1413,169
1414,179
1415,346
1416,422
1417,606
1418,151
1419,195
1420,293
1421,209
1422,615
1423,477
1424,374
1425,201
1426,162
1427,387
1428,242
1429,154
1430,116
1431,110
1432,315
1433,196
1434,143
1435,101
1436,252
1437,214
1438,337
1439,156
1440,512
1441,613
1442,422
1443,188
1444,362
1445,367
1446,166
1447,757
1448,135
1449,360
1450,313
1451,412
1452,365
1453,519
1454,95
1455,797
1456,337
1457,391
1458,381
1459,552
1460,290
1461,347
1462,413
1463,528
1464,194
1465,346
1466,315
1467,410
1468,426
1469,373
1470,207
1471,425
1472,627
1473,186
1474,416
1475,316
1476,168
1477,159
1478,184
1479,282
1480,125
1481,165
1482,252
1483,671
1484,231
1485,462
1486,160
1487,507
1488,585
1489,155
1490,598
1491,144
1492,359
1493,324
1494,371
1495,163
1496,396
1497,567
1498,291
1499,321
1500,379
1501,229
1502,266
1503,325
1504,369
1505,351
1506,301
1507,425
1508,327
1509,275
1510,307
1511,219
1512,306
1513,207
1514,360
1515,228
1516,75
1517,603
1518,211
1519,348
1520,201
1521,353
1522,90
1523,680
1524,396
1525,522
1526,268
1527,475
1528,198
1529,156
1530,521
1531,336
1532,273
1533,226
1534,139
1535,169
1536,505
1537,241
1538,218
1539,529
1540,135
1541,131
1542,379
1543,272
1544,311
1545,564
1546,529
1547,152
1548,136
1549,696
1550,687
1551,261
1552,258
1553,512
1554,506
1555,95
1556,531
1557,332
1558,185
1559,334
1560,212
1561,190
1562,225
1563,85
1564,308
1565,372
1566,180
1567,260
1568,208
1569,141
1570,302
1571,154
1572,463
1573,343
1574,195
1575,225
1576,213
1577,298
1578,463
1579,413
1580,345
1581,403
1582,291
1583,357
1584,83
1585,271
1586,184
1587,598
1588,320
1589,321
1590,486
1591,175
1592,129
1593,145
1594,129
1595,149
1596,355
1597,180
1598,296
1599,177
1600,156
1601,327
1602,484
1603,210
1604,162
1605,153
1606,692
1607,353
1608,412
1609,304
1610,170
1611,210
1612,550
1613,178
1614,447
1615,438
1616,245
1617,515
1618,256
1619,257
1620,534
1621,130
1622,317
1623,255
1624,631
1625,323
1626,142
1627,607
1628,251
1629,207
1630,131
1631,145
1632,195
1633,347
1634,239
1635,281
1636,288
1637,180
1638,206
1639,224
1640,125
1641,489
1642,156
1643,251
1644,404
1645,82
1646,125
1647,168
1648,175
1649,575
1650,435
1651,565
1652,666
1653,404
1654,293
1655,203
1656,57
1657,296
1658,263
1659,90
1660,183
1661,283
1662,87
1663,195
1664,270
1665,609
1666,219
1667,260
1668,330
1669,280
1670,285
1671,382
1672,423
1673,411
1674,240
1675,283
1676,113
1677,74
1678,278
1679,466
1680,128
1681,711
1682,270
1683,255
1684,177
1685,362
1686,258
1687,288
1688,207
1689,393
1690,166
1691,567
1692,72
1693,458
1694,65
1695,137
1696,134
1697,26
1698,315
1699,301
1700,75
1701,288
1702,104
1703,560
1704,127
1705,121
1706,499
1707,280
1708,123
1709,72
1710,222
1711,99
1712,234
1713,361
1714,344
1715,238
1716,357
1717,90
1718,129
1719,300
1720,300
1721,346
1722,162
1723,115
1724,332
1725,252
1726,658
1727,153
1728,75
1729,119
1730,194
1731,186
1732,261
1733,343
1734,115
1735,258
1736,236
1737,376
1738,82
1739,509
1740,194
1741,86
1742,93
1743,119
1744,153
1745,131
1746,222
1747,648
1748,344
1749,363
1750,486
1751,121
1752,129
1753,170
1754,182
1755,198
1756,434
1757,107
1758,479
1759,222
1760,255
1761,280
1762,360
1763,180
1764,353
1765,301
1766,62
1767,164
1768,320
1769,567
1770,242
1771,143
1772,546
1773,360
1774,471
1775,208
1776,310
1777,229
1778,349
1779,144
1780,221
1781,50
1782,63
1783,302
1784,251
1785,461
1786,321
1787,272
1788,47
1789,495
1790,171
1791,275
1792,126
1793,268
1794,182
1795,62
1796,307
1797,256
1798,113
1799,641
1800,262
1801,272
1802,508
1803,67
1804,296
1805,291
1806,397
1807,104
1808,148
1809,423
1810,227
1811,320
1812,128
1813,219
1814,112
1815,276
1816,285
1817,160
1818,110
1819,78
1820,157
1821,68
1822,100
1823,232
1824,39
1825,190
1826,235
1827,262
1828,309
1829,250
1830,230
1831,69
1832,95
1833,77
1834,120
1835,450
1836,227
1837,342
1838,260
1839,167
1840,166
1841,267
1842,199
1843,115
1844,126
1845,309
1846,273
1847,123
1848,155
1849,364
1850,64
1851,305
1852,214
1853,260
1854,561
1855,154
1856,260
1857,308
1858,199
1859,92
1860,200
1861,134
1862,524
1863,298
1864,146
1865,232
1866,191
1867,246
1868,120
1869,108
1870,253
1871,262
1872,64
1873,128
1874,35
1875,362
1876,112
1877,148
1878,132
1879,138
1880,499
1881,280
1882,128
1883,108
1884,215
1885,401
1886,119
1887,110
1888,502
1889,343
1890,271
1891,507
1892,112
1893,230
1894,111
1895,289
1896,458
1897,108
1898,350
1899,112
1900,111
1901,283
1902,308
1903,133
1904,163
1905,235
1906,390
1907,218
1908,57
1909,377
1910,279
1911,98
1912,367
1913,116
1914,319
1915,130
1916,448
1917,312
1918,329
1919,374
1920,436
1921,245
1922,255
1923,154
1924,399
1925,228
1926,283
1927,97
1928,111
1929,101
1930,429
1931,327
1932,229
1933,321
1934,150
1935,224
1936,273
1937,242
1938,146
1939,339
1940,133
1941,470
1942,117
1943,133
1944,331
1945,274
1946,117
1947,110
1948,101
1949,316
1950,91
1951,56
1952,241
1953,60
1954,146
1955,324
1956,84
1957,117
1958,128
1959,105
1960,250
1961,295
1962,53
1963,116
1964,304
1965,300
1966,240
1967,314
1968,54
1969,99
1970,119
1971,195
1972,223
1973,148
1974,209
1975,142
1976,119
1977,208
1978,277
1979,101
1980,365
1981,217
1982,298
1983,45
1984,46
1985,578
1986,501
1987,94
1988,224
1989,598
1990,473
1991,129
1992,142
1993,30
1994,61
1995,78
1996,139
1997,105
1998,51
1999,423
2000,84
2001,459
2002,209
2003,262
2004,215
2005,327
2006,50
2007,44
2008,277
2009,94
2010,128
2011,382
2012,149
2013,262
2014,128
2015,400
2016,456
2017,186
2018,89
2019,106
2020,129
2021,173
2022,50
2023,321
2024,491
2025,87
2026,254
2027,288
2028,22
2029,44
2030,243
2031,139
2032,428
2033,87
2034,334
2035,217
2036,217
2037,108
2038,274
2039,52
2040,256
2041,110
2042,212
2043,223
2044,129
2045,200
2046,225
2047,55
2048,193
2049,268
2050,112
2051,150
2052,155
2053,275
2054,282
2055,189
2056,417
2057,343
2058,294
2059,181
2060,235
2061,226
2062,269
2063,201
2064,79
2065,92
2066,398
2067,356
2068,399
2069,52
2070,141
2071,298
2072,87
2073,363
2074,318
2075,46
2076,226
2077,86
2078,130
2079,225
2080,145
2081,80
2082,107
2083,99
2084,78
2085,252
2086,226
2087,87
2088,91
2089,169
2090,135
2091,151
2092,84
2093,81
2094,38
2095,154
2096,301
2097,138
2098,51
2099,104
2100,91
2101,44
2102,70
2103,97
2104,124
2105,484
2106,334
2107,205
2108,177
2109,105
2110,37
2111,90
2112,94
2113,352
2114,72
2115,96
2116,170
2117,190
2118,163
2119,129
2120,80
2121,23
2122,186
2123,40
2124,279
2125,167
2126,24
2127,197
2128,202
2129,405
2130,113
2131,435
2132,142
2133,302
2134,197
2135,45
2136,88
2137,329
2138,124
2139,87
2140,144
2141,94
2142,152
2143,181
2144,141
2145,88
2146,107
2147,295
2148,114
2149,197
2150,369
2151,232
2152,170
2153,188
2154,96
2155,24
2156,222
2157,331
2158,27
2159,73
2160,200
2161,138
2162,94
2163,90
2164,102
2165,46
2166,394
2167,176
2168,268
2169,39
2170,210
2171,251
2172,163
2173,26
2174,73
2175,147
2176,258
2177,224
2178,129
2179,112
2180,139
2181,114
2182,201
2183,222
2184,230
2185,129
2186,47
2187,201
2188,262
2189,43
2190,372
2191,118
2192,79
2193,204
2194,105
2195,109
2196,88
2197,211
2198,314
2199,247
2200,376
2201,100
2202,195
2203,65
2204,175
2205,162
2206,347
2207,248
2208,356
2209,233
2210,137
2211,37
2212,182
2213,190
2214,213
2215,182
2216,77
2217,173
2218,179
2219,379
2220,221
2221,181
2222,119
2223,22
2224,318
2225,88
2226,41
2227,89
2228,88
2229,141
2230,307
2231,175
2232,308
2233,144
2234,80
2235,64
2236,82
2237,73
2238,202
2239,53
2240,205
2241,354
2242,92
2243,82
2244,170
2245,179
2246,201
2247,113
2248,245
2249,75
2250,208
2251,165
2252,163
2253,75
2254,79
2255,204
2256,103
2257,60
2258,325
2259,126
2260,259
2261,73
2262,276
2263,295
2264,27
2265,271
2266,34
2267,70
2268,110
2269,369
2270,355
2271,66
2272,83
2273,16
2274,226
2275,146
2276,178
2277,201
2278,99
2279,204
2280,151
2281,64
2282,191
2283,101
2284,32
2285,403
2286,17
2287,89
2288,299
2289,141
2290,146
2291,196
2292,192
2293,117
2294,95
2295,298
2296,243
2297,94
2298,198
2299,215
2300,34
2301,166
2302,14
2303,336
2304,189
2305,160
2306,73
2307,146
2308,185
2309,135
2310,154
2311,76
2312,322
2313,30
2314,167
2315,158
2316,168
2317,101
2318,141
2319,341
2320,187
2321,182
2322,149
2323,74
2324,83
2325,153
2326,157
2327,68
2328,73
2329,308
2330,181
2331,340
2332,158
2333,32
2334,151
2335,175
2336,105
2337,59
2338,100
2339,199
2340,34
2341,213
2342,86
2343,178
2344,96
2345,19
2346,91
2347,23
2348,222
2349,146
2350,79
2351,183
2352,14
2353,67
2354,94
2355,267
2356,192
2357,159
2358,138
2359,164
2360,64
2361,88
2362,128
2363,83
2364,125
2365,189
2366,116
2367,221
2368,56
2369,74
2370,42
2371,210
2372,168
2373,51
2374,126
2375,166
2376,94
2377,53
2378,34
2379,232
2380,70
2381,171
2382,168
2383,220
2384,107
2385,58
2386,180
2387,87
2388,168
2389,22
2390,172
2391,74
2392,116
2393,149
2394,390
2395,177
2396,60
2397,172
2398,62
2399,52
2400,62
2401,102
2402,183
2403,309
2404,148
2405,56
2406,97
2407,120
2408,175
2409,117
2410,149
2411,65
2412,142
2413,50
2414,14
2415,55
2416,55
2417,352
2418,179
2419,84
2420,19
2421,393
2422,50
2423,120
2424,176
2425,66
2426,163
2427,188
2428,121
2429,136
2430,149
2431,29
2432,18
2433,80
2434,65
2435,82
2436,60
2437,182
2438,60
2439,143
2440,15
2441,47
2442,179
2443,209
2444,87
2445,192
2446,32
2447,167
2448,63
2449,53
2450,232
2451,156
2452,65
2453,23
2454,151
2455,62
2456,150
2457,16
2458,86
2459,304
2460,60
2461,16
2462,89
2463,59
2464,24
2465,33
2466,62
2467,56
2468,103
2469,73
2470,15
2471,59
2472,147
2473,47
2474,59
2475,139
2476,64
2477,138
2478,95
2479,93
2480,61
2481,17
2482,15
2483,163
2484,126
2485,14
2486,10
2487,94
2488,159
2489,145
2490,176
2491,144
2492,185
2493,66
2494,27
2495,145
2496,71
2497,91
2498,54
2499,143
2500,67
2501,171
2502,57
2503,78
2504,60
2505,22
2506,117
2507,160
2508,77
2509,23
2510,55
2511,21
2512,153
2513,133
2514,74
2515,262
2516,283
2517,89
2518,116
2519,77
2520,50
2521,57
2522,27
2523,152
2524,187
2525,102
2526,110
2527,113
2528,23
2529,48
2530,184
2531,160
2532,104
2533,140
2534,119
2535,67
2536,107
2537,123
2538,125
2539,76
2540,18
2541,22
2542,139
2543,201
2544,133
2545,130
2546,51
2547,28
2548,23
2549,53
2550,51
2551,127
2552,75
2553,85
2554,31
2555,153
2556,57
2557,94
2558,146
2559,18
2560,52
2561,134
2562,185
2563,172
2564,166
2565,51
2566,48
2567,107
2568,60
2569,44
2570,220
2571,58
2572,50
2573,52
2574,29
2575,48
2576,86
2577,65
2578,227
2579,97
2580,108
2581,8
2582,48
2583,30
2584,87
2585,55
2586,44
2587,31
2588,46
2589,144
2590,48
2591,57
2592,245
2593,120
2594,133
2595,149
2596,86
2597,341
2598,206
2599,52
2600,26
2601,46
2602,235
2603,65
2604,162
2605,59
2606,128
2607,178
2608,140
2609,54
2610,23
2611,30
2612,25
2613,216
2614,15
2615,278
2616,23
2617,112
2618,177
2619,148
2620,118
2621,50
2622,16
2623,102
2624,21
2625,58
2626,31
2627,92
2628,63
2629,150
2630,202
2631,169
2632,40
2633,98
2634,58
2635,64
2636,86
2637,65
2638,28
2639,86
2640,130
2641,64
2642,41
2643,116
2644,96
2645,80
2646,141
2647,287
2648,17
2649,63
2650,97
2651,153
2652,253
2653,46
2654,58
2655,102
2656,94
2657,12
2658,15
2659,203
2660,127
2661,82
2662,42
2663,62
2664,46
2665,129
2666,39
2667,12
2668,137
2669,98
2670,55
2671,44
2672,10
2673,159
2674,42
2675,63
2676,121
2677,125
2678,124
2679,45
2680,64
2681,229
2682,141
2683,166
2684,36
2685,50
2686,81
2687,61
2688,57
2689,147
2690,11
2691,16
2692,296
2693,41
2694,110
2695,69
2696,11
2697,58
2698,42
2699,40
2700,116
2701,48
2702,138
2703,48
2704,108
2705,12
2706,192
2707,164
2708,39
2709,104
2710,30
2711,40
2712,50
2713,46
2714,107
2715,15
2716,48
2717,51
2718,286
2719,118
2720,93
2721,224
2722,39
2723,21
2724,76
2725,64
2726,43
2727,155
2728,48
2729,42
2730,30
2731,13
2732,48
2733,125
2734,12
2735,39
2736,8
2737,50
2738,44
2739,140
2740,47
2741,40
2742,125
2743,97
2744,126
2745,69
2746,86
2747,106
2748,79
2749,71
2750,129
2751,133
2752,140
2753,46
2754,41
2755,128
2756,33
2757,13
2758,87
2759,73
2760,224
2761,11
2762,49
2763,40
2764,47
2765,148
2766,90
2767,57
2768,45
2769,15
2770,121
2771,108
2772,120
2773,8
2774,200
2775,119
2776,41
2777,168
2778,41
2779,100
2780,125
2781,111
2782,19
2783,38
2784,34
2785,33
2786,42
2787,46
2788,16
2789,10
2790,124
2791,57
2792,10
2793,77
2794,10
2795,127
2796,38
2797,71
2798,36
2799,72
2800,93
2801,122
2802,138
2803,172
2804,25
2805,85
2806,109
2807,95
2808,29
2809,51
2810,263
2811,223
2812,119
2813,36
2814,10
2815,73
2816,36
2817,43
2818,13
2819,79
2820,32
2821,281
2822,17
2823,137
2824,39
2825,138
2826,112
2827,118
2828,71
2829,128
2830,38
2831,89
2832,98
2833,18
2834,40
2835,95
2836,37
2837,181
2838,14
2839,41
2840,76
2841,121
2842,29
2843,76
2844,27
2845,39
2846,10
2847,6
2848,84
2849,14
2850,129
2851,102
2852,79
2853,142
2854,52
2855,37
2856,28
2857,133
2858,68
2859,49
2860,57
2861,32
2862,119
2863,34
2864,102
2865,6
2866,99
2867,11
2868,61
2869,67
2870,114
2871,38
2872,147
2873,8
2874,27
2875,7
2876,29
2877,61
2878,25
2879,121
2880,13
2881,40
2882,245
2883,23
2884,65
2885,6
2886,143
2887,57
2888,32
2889,139
2890,9
2891,34
2892,43
2893,34
2894,212
2895,17
2896,29
2897,28
2898,6
2899,12
2900,80
2901,188
2902,8
2903,55
2904,34
2905,87
2906,148
2907,58
2908,117
2909,42
2910,31
2911,9
2912,6
2913,110
2914,38
2915,46
2916,21
2917,51
2918,24
2919,104
2920,27
2921,33
2922,19
2923,8
2924,12
2925,10
2926,34
2927,26
2928,36
2929,35
2930,7
2931,23
2932,33
2933,11
2934,10
2935,24
2936,38
2937,28
2938,61
2939,93
2940,134
2941,8
2942,40
2943,118
2944,38
2945,114
2946,15
2947,32
2948,95
2949,15
2950,238
2951,133
2952,9
2953,34
2954,54
2955,7
2956,80
2957,43
2958,7
2959,122
2960,69
2961,12
2962,8
2963,28
2964,30
2965,39
