01200021231303000000303	0312113322123012101202132132030003300030132321213132023222102310211131132132120322113012300003300003113312123322312223100231103300000032111332221333321313212311223121323213000000000000201213022110321000330003030003300221121212022110233102211010001313213232120012300003300003131231231232121320013212220011311223202122310231121010033001321320000231131221123230300000030333000
01200021201303303303303	0312113322123012101202132132330033330033132321213132020222102010211101132132120022110012330303303033113312123322012220100201103300000032111332221333321313212311223121323213000000000000201210022110021030333303030333303221121212022110200102211010001313213232120012303033330303131231231232121020010212220011311223202122010201121010333301321320000201131221123230330330330333033
01200012102303303303303	0321213321213012202101231231330033330033231311223231020112201020112201232131210021210021330303303033213321213321021110200102203300000031212331212333311323111322113222313223000000000000201120012120012030333303030333303121212121021220100201121020002323213131210021303033330303232131232131112010020122110022322113102211020102211020333302312310000102232212113130330330330333033
01200012132303000000303	0321213321213012202101231231030003300030231311223231023112201320112231232131210321213021300003300003213321213321321113200132203300000031212331212333311323111322113222313223000000000000201123012120312000330003030003300121212121021220133201121020002323213131210021300003300003232131232131112310023122110022322113102211320132211020033002312310000132232212113130300000030333000
01232010000010000101001	0230320231321010232300123123320230320230010000101001210333022201333122332211110110110110313002123232232003232003111302302033231200001101100110111122121333132122213133311222321231320230231230320230320011101110111010101131311103013211321023323223202123133032332211122233312113320230320230010110100000223311032023010221330102220331111001321233200000032232011301000010100101203
01232010000111001111001	0230320230320111232300123123320230320230011111101001200333022200333022332211110110110110303002023232232003232003111302302033230210011111111111111122121333132122213133311222320230320230230230320230320111111111111111111030311103003200320023323223202023033032332211122233312113320230320230111111110000223311032023002220333002220331111000320233200000032232000311100111100111203
01200021031022020000002	0300111300133312132132312132200222022022131321231232123012331303210131130130113302131320000020200202113300131300310223011133300222022030011310031302321133211121213221323233200222200222231113320313102220202220022222002121231002300123113231213310001303011330223311200202000020031011031033322103313110221133313221012300333230121110020021323122220031131030101002202000000213222
01200021013022020000002	0100333300111132132312132312200222022022313121213232323012111101230333310310331102113320000020200202131300313100130223033131100222022010033330011102321313213323231223121211200222200222213331120113302220202220022222002321211002300123331213231110003103033110221313200202000020013033031011122303131310223311131223032100111210323330020023121322220013331010303002202000000231222
01223133000030300003030	0231202101231033123312232131231131232231330000000033311130122011203222213321000000000000310122112023322213321113000313212132301203003030030000300333131213132223311132321232201131232201201231232131231003000303030300030212100000210311221122302102310223213110123312222323313111232231231131030300003030223311132132122031213212301120000001021022121000122100211203030000303033312
01213233000030300003030	0132201201132033223311131232232232131131330000000033321230212012103121123312000000000000310211221023311113322223000323221131302103003030030000300333231123232113322131312231102231231102102131131232232003000303030300030121200000110312112212302201320123123120213321112313323122131131232232030300003030213321231231212032123121301210000001012022211000221200121103030000303033321
01213200000000000000000	0131231231232300220011131232202201201101000000000000311233222311133122123312303303303303313111222323021110022210300010221102031200000003003003003033131123232123312131312232232231231131231101201201202300033000300033000121230033113312212112332231323123123123213321122313323112201101202201000000000000223311101202210331123122330213300331312322211000121233121200000000000000321
01223100000000000000000	0232232131131300120012232131201102102201000000000000321133112312233221213321303303303303313222111323012210021120300020212101032100000003003003003033231213132213321132321231131131232232132201102102201300033000300033000212130033213311121222332132313223213113123312212323313121102201201102000000000000213321202101120332213211330123300331321322121000222133211100000000000000312
01200021231000000000000	0300111300133312132132312132000022000022131321231232123212331323212131130130113322131322000000000000113300131300312223211133300222022030011310031302321133211121213221323233200222200222231113322313122020202000020202000121231002322123113231213310001303011330223311000000000000031011031033322123313112221133313221212320333230121110000001323122220231131030101000000000000013002
01200021213000000000000	0300133300111312132312132312000022000022331121213232323212131123212331130310131322113322000000000000131300113300132223233131100222022010031330011302321313211323211223321213200222200222231313122113322020202000020202000121211002322123333213211110001303033110221313000000000000031033031011122323113312223311131223232120113210321330000003121322220213131010303000000000000031002
01200012132000000000000	0322213321113312232131232131000000000000131311223232323112131323212231232131113321213322000000000000113321213322321223233131100000000032212331211300311323211321213221313223000000000000231113312123322000000000000000000121211221322223133231111320002323213131213321000000000000232231231131112323313122223311312123132110313230221320000001312320000132231212123100000000000033000
01210200000003030030300	0101232131202000123312231231232131232131003030030300011103222311130222113322000000000000013121212320321213321213033313221132331200330000300330030033131113232223311131322232232101202131231131232131232030300030003000303212100003213012212112032131023220210113113322222313323111232131232131303000000303223311131232220301110222030110000001312322121000121133221200303003030000021
01220100000003030030300	0202231231101000223311132132231232131231003030030300021203112312230121223311000000000000013212121320312113322123033323212131332100330000300330030033231223132113322132311231131201201232132231131232231030300030003000303121200003113011121222032232013120120123223311112323313122131231231232303000000303213321232131110302220111030220000001321322211000222233111100303003030000012
01200021321000000000000	0222003333002213123132123132110000110000131321212323333313121222212131023023113322112233000000000000002323003232213223233131101001101122200333300210221212311231313321323213111001111001321113322112233000010101000010101121300222223132123331211310000223303023323211000000000000220230330320123232313112223311311232333130212220121310000001321230111321030302023300000000000023010
01200103031031210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010103121000030132330
01200103031031210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010103121002030132330
01202103031031210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010103121000030132330
01202103031031210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010103121002030132330
01202103031011210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010101121000030132330
01202103031011210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010101121002030132330
01200103031011210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010101121000030132330
01200103031011210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123031301101010101121002030132330
01200103331011210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010101121000030132330
01200103331011210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320012222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010101121002030132330
01202103331011210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010101121000030132330
01202103331011210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010101121002030132330
01202103331031210000301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010103121000030132330
01202103331031210020301	0223220322301220003011001110332133223022231311012330031012310120103201311000223122332033021210000133232101323012122210320111311001131331101020010120211222321332123222323232230301321310333000010110101333102333232013222032313011220322023320321320212222230010012020103123100103312200203311103103123132333230003122030000121130110023313011301302123331301101010103121002030132330
